rpe = 0.103481413507
stamp_est0        stamp_est1        stamp_gt0         stamp_gt1         trans_error  rot_error
1305031109.695700 1305031124.655600 1305031109.311329 1305031124.147446 0.110966 0.153798
1305031116.315600 1305031113.055700 1305031116.411333 1305031112.611261 0.025602 0.063276
1305031116.875700 1305031122.365600 1305031116.912044 1305031121.982926 0.071521 0.090755
1305031111.235800 1305031108.655800 1305031110.979345 1305031108.475471 0.179297 0.019733
1305031111.565700 1305031120.405600 1305031110.979345 1305031120.379437 0.129400 0.127928
1305031124.545500 1305031108.625800 1305031124.147446 1305031108.475471 0.147579 0.145777
1305031112.015700 1305031107.705800 1305031112.611261 1305031108.043418 0.112235 0.110768
1305031122.985600 1305031127.875500 1305031123.382255 1305031127.647358 0.096715 0.072758
1305031124.565500 1305031114.235700 1305031124.147446 1305031114.711306 0.074041 0.184823
1305031114.465700 1305031117.625700 1305031114.711306 1305031116.912044 0.057542 0.270845
1305031120.115600 1305031120.795600 1305031120.379437 1305031120.379437 0.191909 0.133126
1305031115.535700 1305031110.755700 1305031114.979280 1305031110.979345 0.248716 0.140791
1305031128.455400 1305031125.665500 1305031128.179350 1305031125.711443 0.101012 0.016408
1305031125.375600 1305031127.475500 1305031125.711443 1305031127.647358 0.091324 0.043320
1305031116.785600 1305031123.835500 1305031116.679281 1305031123.711323 0.100151 0.089667
1305031126.065600 1305031126.515500 1305031126.079356 1305031126.411465 0.085311 0.023340
1305031116.915700 1305031114.715700 1305031116.912044 1305031114.711306 0.159366 0.017779
1305031115.925600 1305031124.525500 1305031116.143441 1305031124.147446 0.038297 0.069004
1305031121.415600 1305031123.125500 1305031121.683200 1305031123.382255 0.043667 0.044694
1305031112.405700 1305031127.365500 1305031112.611261 1305031127.279465 0.071446 0.097439
1305031108.595700 1305031109.995700 1305031108.475471 1305031109.311329 0.312742 0.221852
1305031114.865700 1305031123.465600 1305031114.979280 1305031123.382255 0.148001 0.040524
1305031109.375700 1305031113.985700 1305031109.311329 1305031114.711306 0.075330 0.214484
1305031120.955700 1305031114.355700 1305031120.379437 1305031114.711306 0.147735 0.127285
1305031126.725500 1305031116.035600 1305031126.779379 1305031116.143441 0.049265 0.049515
1305031120.085600 1305031112.545900 1305031120.379437 1305031112.611261 0.160433 0.038374
1305031112.425700 1305031117.585600 1305031112.611261 1305031116.912044 0.159002 0.245805
1305031124.795500 1305031127.505500 1305031124.147446 1305031127.647358 0.187476 0.175558
1305031115.755600 1305031115.145700 1305031116.143441 1305031114.979280 0.049481 0.244658
1305031108.065700 1305031122.775600 1305031108.043418 1305031123.382255 0.121242 0.147884
1305031123.765500 1305031112.095800 1305031123.711323 1305031112.611261 0.096596 0.082971
1305031120.465600 1305031113.975700 1305031120.379437 1305031114.711306 0.136157 0.174479
1305031120.345600 1305031126.575600 1305031120.379437 1305031126.411465 0.026347 0.053539
1305031111.335700 1305031124.995600 1305031110.979345 1305031125.711443 0.067015 0.126878
1305031121.455600 1305031115.795700 1305031121.683200 1305031116.143441 0.103222 0.162907
1305031115.795700 1305031122.205600 1305031116.143441 1305031121.982926 0.088805 0.151714
1305031117.195700 1305031120.065600 1305031116.912044 1305031120.379437 0.105141 0.214700
1305031115.785700 1305031107.605800 1305031116.143441 1305031108.043418 0.091562 0.164672
1305031122.845600 1305031109.225800 1305031123.382255 1305031109.311329 0.184993 0.122822
1305031124.485600 1305031107.965800 1305031124.147446 1305031108.043418 0.050527 0.108701
1305031120.975700 1305031121.926000 1305031120.379437 1305031121.982926 0.035011 0.106593
1305031128.435500 1305031114.505600 1305031128.179350 1305031114.711306 0.082316 0.042160
1305031125.095600 1305031108.265800 1305031125.711443 1305031108.143334 0.101260 0.093187
1305031121.795600 1305031117.135600 1305031121.683200 1305031116.912044 0.157680 0.188321
1305031107.415800 1305031107.495800 1305031108.043418 1305031108.043418 0.012969 0.021867
1305031109.765700 1305031113.155700 1305031109.311329 1305031112.611261 0.142618 0.098655
1305031121.335600 1305031128.195500 1305031121.683200 1305031128.179350 0.016816 0.033465
1305031112.665700 1305031112.035700 1305031112.611261 1305031112.611261 0.231054 0.136546
1305031116.295700 1305031121.785600 1305031116.411333 1305031121.683200 0.141106 0.037353
1305031112.435700 1305031115.415700 1305031112.611261 1305031114.979280 0.041883 0.140092
1305031109.315700 1305031111.875700 1305031109.311329 1305031112.611261 0.267846 0.149793
1305031110.026000 1305031116.665700 1305031109.311329 1305031116.679281 0.293863 0.190637
1305031128.145500 1305031125.515600 1305031128.179350 1305031125.711443 0.104860 0.014098
1305031126.755600 1305031115.425700 1305031126.779379 1305031114.979280 0.083525 0.106498
1305031117.625700 1305031124.185500 1305031116.912044 1305031124.147446 0.131404 0.220911
1305031128.165500 1305031124.165500 1305031128.179350 1305031124.147446 0.045114 0.008051
1305031114.205700 1305031107.625800 1305031114.711306 1305031108.043418 0.068748 0.149235
1305031125.065500 1305031114.015700 1305031125.711443 1305031114.711306 0.147081 0.219351
1305031120.735600 1305031108.125700 1305031120.379437 1305031108.111378 0.081238 0.104109
1305031120.815600 1305031127.035500 1305031120.379437 1305031127.279465 0.144352 0.131884
1305031121.625600 1305031111.455700 1305031121.683200 1305031110.979345 0.113905 0.073424
1305031116.485700 1305031128.045500 1305031116.411333 1305031128.179350 0.114239 0.028525
1305031109.615800 1305031122.415600 1305031109.311329 1305031121.982926 0.057061 0.064445
1305031111.025700 1305031127.015600 1305031110.979345 1305031126.779379 0.108313 0.010827
1305031111.485700 1305031114.775700 1305031110.979345 1305031114.711306 0.178344 0.105454
1305031117.315600 1305031123.965600 1305031116.912044 1305031124.147446 0.128756 0.236362
1305031112.615700 1305031115.705600 1305031112.611261 1305031116.143441 0.235684 0.250113
1305031126.165500 1305031127.795500 1305031126.079356 1305031127.647358 0.039135 0.035465
1305031125.585500 1305031109.305700 1305031125.711443 1305031109.311329 0.146072 0.031620
1305031124.795500 1305031108.055800 1305031124.147446 1305031108.043418 0.141724 0.185839
1305031120.315600 1305031119.675600 1305031120.379437 1305031120.379437 0.074447 0.057063
1305031116.825700 1305031125.765600 1305031116.912044 1305031125.711443 0.121246 0.057808
1305031122.595600 1305031123.165600 1305031121.982926 1305031123.382255 0.126074 0.122012
1305031111.485700 1305031125.335600 1305031110.979345 1305031125.711443 0.084818 0.128316
1305031120.635600 1305031108.125700 1305031120.379437 1305031108.111378 0.063406 0.092679
1305031124.285500 1305031109.965800 1305031124.147446 1305031109.311329 0.168227 0.163214
1305031110.015700 1305031110.395700 1305031109.311329 1305031110.979345 0.204477 0.316784
1305031122.355600 1305031115.215700 1305031121.982926 1305031114.979280 0.022499 0.117967
1305031109.495700 1305031111.215700 1305031109.311329 1305031110.979345 0.058088 0.153337
1305031107.665800 1305031121.785600 1305031108.043418 1305031121.683200 0.122567 0.028520
1305031127.785500 1305031111.585700 1305031127.647358 1305031110.979345 0.127634 0.142887
1305031111.035700 1305031128.225500 1305031110.979345 1305031128.179350 0.094579 0.024673
1305031126.685500 1305031119.865600 1305031126.779379 1305031120.379437 0.044260 0.012335
1305031119.645600 1305031108.425800 1305031120.379437 1305031108.475471 0.071711 0.058475
1305031107.345800 1305031117.215700 1305031108.043418 1305031116.912044 0.059329 0.145695
1305031116.715700 1305031109.445700 1305031116.679281 1305031109.311329 0.050542 0.063486
1305031117.275600 1305031109.095800 1305031116.912044 1305031109.111282 0.215085 0.220035
1305031111.085700 1305031120.755700 1305031110.979345 1305031120.379437 0.105425 0.118237
1305031113.035700 1305031114.865700 1305031112.611261 1305031114.979280 0.221298 0.078924
1305031119.985700 1305031127.285500 1305031120.379437 1305031127.279465 0.054746 0.006832
1305031115.775700 1305031107.775800 1305031116.143441 1305031108.043418 0.088026 0.175482
1305031110.345700 1305031124.845500 1305031110.979345 1305031124.147446 0.139741 0.262622
1305031114.695700 1305031115.955700 1305031114.711306 1305031116.143441 0.109606 0.093595
1305031126.605500 1305031116.615700 1305031126.779379 1305031116.679281 0.120036 0.068778
1305031125.185500 1305031110.415700 1305031125.711443 1305031110.979345 0.065646 0.161866
1305031123.915500 1305031121.305600 1305031123.711323 1305031121.683200 0.065734 0.027075
1305031123.165600 1305031108.805700 1305031123.382255 1305031108.876515 0.144617 0.077728
1305031113.155700 1305031111.495700 1305031112.611261 1305031110.979345 0.039346 0.159856
1305031121.655600 1305031127.885500 1305031121.683200 1305031127.647358 0.107281 0.009141
1305031114.805700 1305031127.215500 1305031114.711306 1305031127.279465 0.124380 0.025428
1305031127.995500 1305031122.125600 1305031128.179350 1305031121.982926 0.105425 0.017982
1305031122.325500 1305031114.765700 1305031121.982926 1305031114.711306 0.107281 0.078090
1305031126.405600 1305031126.225500 1305031126.411465 1305031126.079356 0.018037 0.027975
1305031109.845700 1305031110.666200 1305031109.311329 1305031110.979345 0.039303 0.160142
1305031124.375500 1305031123.005600 1305031124.147446 1305031123.382255 0.072725 0.022345
1305031111.425700 1305031122.445500 1305031110.979345 1305031121.982926 0.080036 0.164077
1305031109.775800 1305031124.035600 1305031109.311329 1305031124.147446 0.133892 0.119307
1305031110.735700 1305031123.295500 1305031110.979345 1305031123.382255 0.086046 0.040481
1305031111.315700 1305031116.355700 1305031110.979345 1305031116.411333 0.100247 0.096371
1305031128.305500 1305031126.815600 1305031128.179350 1305031126.779379 0.020283 0.015990
1305031107.455800 1305031123.215500 1305031108.043418 1305031123.382255 0.060397 0.026378
1305031113.335700 1305031117.405600 1305031112.611261 1305031116.912044 0.081318 0.161942
1305031127.145500 1305031128.455400 1305031127.279465 1305031128.179350 0.030604 0.025379
1305031117.615700 1305031123.835500 1305031116.912044 1305031123.711323 0.151638 0.235797
1305031128.455400 1305031107.805700 1305031128.179350 1305031108.043418 0.085183 0.049668
1305031127.765500 1305031107.535800 1305031127.647358 1305031108.043418 0.104135 0.027901
1305031112.285700 1305031124.295500 1305031112.611261 1305031124.147446 0.040742 0.147967
1305031127.585500 1305031111.875700 1305031127.647358 1305031112.611261 0.171004 0.160926
1305031124.485600 1305031109.045800 1305031124.147446 1305031109.111282 0.140907 0.099662
1305031121.215600 1305031114.805700 1305031121.683200 1305031114.711306 0.124055 0.029510
1305031127.965500 1305031111.135700 1305031128.179350 1305031110.979345 0.069219 0.050074
1305031125.745500 1305031127.285500 1305031125.711443 1305031127.279465 0.107169 0.024571
1305031108.955800 1305031112.305700 1305031108.876515 1305031112.611261 0.122189 0.149612
1305031116.415700 1305031116.695700 1305031116.411333 1305031116.679281 0.024311 0.023553
1305031127.975500 1305031116.925700 1305031128.179350 1305031116.912044 0.064522 0.030862
1305031110.956700 1305031113.225700 1305031110.979345 1305031112.611261 0.127846 0.085757
1305031117.165700 1305031114.735700 1305031116.912044 1305031114.711306 0.050280 0.186821
1305031127.005500 1305031120.945700 1305031126.779379 1305031120.379437 0.187464 0.116111
1305031128.205600 1305031128.565500 1305031128.179350 1305031128.179350 0.007776 0.015611
1305031126.395500 1305031120.265700 1305031126.411465 1305031120.379437 0.098771 0.008085
1305031128.345500 1305031107.895800 1305031128.179350 1305031108.043418 0.079201 0.041719
1305031127.185500 1305031107.365800 1305031127.279465 1305031108.043418 0.100229 0.067980
1305031117.555800 1305031128.385500 1305031116.912044 1305031128.179350 0.105793 0.219406
1305031109.835800 1305031114.815600 1305031109.311329 1305031114.711306 0.036193 0.113927
1305031113.015700 1305031124.405500 1305031112.611261 1305031124.147446 0.106728 0.134456
1305031125.165600 1305031114.565700 1305031125.711443 1305031114.711306 0.096725 0.093577
1305031122.705700 1305031114.775700 1305031123.382255 1305031114.711306 0.173531 0.108518
1305031109.435800 1305031110.445700 1305031109.311329 1305031110.979345 0.063261 0.177532
1305031109.215700 1305031124.775500 1305031109.311329 1305031124.147446 0.200146 0.178551
1305031112.865700 1305031121.985600 1305031112.611261 1305031121.982926 0.170970 0.069159
1305031115.055700 1305031111.085700 1305031114.979280 1305031110.979345 0.021036 0.025669
1305031111.125700 1305031111.515700 1305031110.979345 1305031110.979345 0.143671 0.068755
1305031128.075600 1305031124.565500 1305031128.179350 1305031124.147446 0.095789 0.123798
1305031108.765700 1305031114.715700 1305031108.876515 1305031114.711306 0.221097 0.041325
1305031114.385600 1305031112.825700 1305031114.711306 1305031112.611261 0.177607 0.098055
1305031121.515600 1305031112.535700 1305031121.683200 1305031112.611261 0.107205 0.064790
1305031123.555600 1305031128.635500 1305031123.711323 1305031128.179350 0.037878 0.015683
1305031109.335800 1305031108.735900 1305031109.311329 1305031108.876515 0.017186 0.043760
1305031109.255700 1305031126.445500 1305031109.311329 1305031126.411465 0.137819 0.018385
1305031123.845500 1305031122.485600 1305031123.711323 1305031121.982926 0.039357 0.102256
1305031113.325700 1305031128.295500 1305031112.611261 1305031128.179350 0.056722 0.107509
1305031116.115700 1305031125.415600 1305031116.143441 1305031125.711443 0.088165 0.042145
1305031127.785500 1305031116.805700 1305031127.647358 1305031116.912044 0.115573 0.064285
1305031116.555700 1305031127.655500 1305031116.679281 1305031127.647358 0.136440 0.064108
1305031126.825500 1305031115.585600 1305031126.779379 1305031116.143441 0.168251 0.292051
1305031107.625800 1305031125.795500 1305031108.043418 1305031125.711443 0.096678 0.022066
1305031121.665600 1305031122.495600 1305031121.683200 1305031121.982926 0.158161 0.110947
1305031123.625500 1305031117.565600 1305031123.711323 1305031116.912044 0.092330 0.211462
1305031124.035600 1305031114.905700 1305031124.147446 1305031114.979280 0.162270 0.033088
1305031115.775700 1305031112.155700 1305031116.143441 1305031112.611261 0.044703 0.200929
1305031112.475700 1305031115.745700 1305031112.611261 1305031116.143441 0.174782 0.220796
1305031122.215600 1305031108.145900 1305031121.982926 1305031108.143334 0.068777 0.054260
1305031113.165700 1305031122.065600 1305031112.611261 1305031121.982926 0.108005 0.083302
1305031111.385700 1305031108.725800 1305031110.979345 1305031108.876515 0.075639 0.117024
1305031115.615700 1305031120.325600 1305031116.143441 1305031120.379437 0.180899 0.273314
1305031112.495800 1305031114.505600 1305031112.611261 1305031114.711306 0.157503 0.066544
1305031128.085500 1305031107.935800 1305031128.179350 1305031108.043418 0.076745 0.029802
1305031108.545800 1305031126.305500 1305031108.475471 1305031126.411465 0.117985 0.055472
1305031117.375700 1305031110.575700 1305031116.912044 1305031110.979345 0.048820 0.269631
1305031111.575800 1305031117.185700 1305031110.979345 1305031116.912044 0.178849 0.341369
1305031123.745500 1305031121.305600 1305031123.711323 1305031121.683200 0.064343 0.036840
1305031108.145900 1305031120.405600 1305031108.143334 1305031120.379437 0.082992 0.023318
1305031108.135800 1305031117.505700 1305031108.143334 1305031116.912044 0.121369 0.226985
1305031122.795600 1305031116.695700 1305031123.382255 1305031116.679281 0.162964 0.105779
1305031117.605700 1305031122.875600 1305031116.912044 1305031123.382255 0.110159 0.171696
1305031111.915700 1305031112.515700 1305031112.611261 1305031112.611261 0.240530 0.148210
1305031125.035600 1305031116.395700 1305031125.711443 1305031116.411333 0.109883 0.078577
1305031121.905600 1305031115.215700 1305031121.982926 1305031114.979280 0.104232 0.050937
1305031119.905600 1305031120.175600 1305031120.379437 1305031120.379437 0.031937 0.038431
1305031122.225500 1305031124.735800 1305031121.982926 1305031124.147446 0.106573 0.159985
1305031123.235600 1305031115.085700 1305031123.382255 1305031114.979280 0.060600 0.062375
1305031121.535600 1305031123.295500 1305031121.683200 1305031123.382255 0.078351 0.025380
1305031124.705500 1305031111.485700 1305031124.147446 1305031110.979345 0.131576 0.194824
1305031122.735600 1305031117.045700 1305031123.382255 1305031116.912044 0.158586 0.100660
1305031126.155500 1305031120.035700 1305031126.079356 1305031120.379437 0.118338 0.014351
1305031119.655600 1305031126.465900 1305031120.379437 1305031126.411465 0.034684 0.074430
1305031120.325600 1305031115.095800 1305031120.379437 1305031114.979280 0.095874 0.023710
1305031124.766500 1305031126.375700 1305031124.147446 1305031126.411465 0.122380 0.171365
1305031116.905700 1305031123.985600 1305031116.912044 1305031124.147446 0.129666 0.041337
1305031108.415700 1305031128.505500 1305031108.475471 1305031128.179350 0.085797 0.022567
1305031122.335600 1305031128.335500 1305031121.982926 1305031128.179350 0.016061 0.086565
1305031126.405600 1305031117.065700 1305031126.411465 1305031116.912044 0.046294 0.137029
1305031110.835700 1305031123.395600 1305031110.979345 1305031123.382255 0.111028 0.023322
1305031107.365800 1305031107.795800 1305031108.043418 1305031108.043418 0.027321 0.036370
1305031107.375800 1305031119.865600 1305031108.043418 1305031120.379437 0.096570 0.051818
1305031112.806300 1305031126.265700 1305031112.611261 1305031126.411465 0.149624 0.102915
1305031128.755500 1305031107.995700 1305031128.179350 1305031108.043418 0.064635 0.026854
1305031123.965600 1305031127.005500 1305031124.147446 1305031126.779379 0.059814 0.039216
1305031108.665700 1305031123.665600 1305031108.475471 1305031123.711323 0.183626 0.077306
1305031123.615500 1305031128.015400 1305031123.711323 1305031128.179350 0.031746 0.012944
1305031120.765600 1305031120.605600 1305031120.379437 1305031120.379437 0.052245 0.025405
1305031110.885700 1305031124.425500 1305031110.979345 1305031124.147446 0.101319 0.079219
1305031121.875600 1305031115.075600 1305031121.982926 1305031114.979280 0.123788 0.017659
1305031128.315500 1305031120.425600 1305031128.179350 1305031120.379437 0.029070 0.015217
1305031121.255600 1305031126.605500 1305031121.683200 1305031126.779379 0.036302 0.039887
1305031117.155600 1305031123.205600 1305031116.912044 1305031123.382255 0.049537 0.159615
1305031107.565800 1305031110.495700 1305031108.043418 1305031110.979345 0.049090 0.103730
1305031107.595800 1305031125.595600 1305031108.043418 1305031125.711443 0.114477 0.053905
1305031107.875700 1305031114.495700 1305031108.043418 1305031114.711306 0.069320 0.091195
1305031123.455500 1305031123.565600 1305031123.382255 1305031123.711323 0.025379 0.052258
1305031127.115500 1305031114.485700 1305031127.279465 1305031114.711306 0.092569 0.061657
1305031126.445500 1305031111.065700 1305031126.411465 1305031110.979345 0.082768 0.033005
1305031122.015600 1305031112.095800 1305031121.982926 1305031112.611261 0.145173 0.093496
1305031109.025700 1305031120.865600 1305031109.111282 1305031120.379437 0.169076 0.102939
1305031117.175600 1305031107.955800 1305031116.912044 1305031108.043418 0.081777 0.187463
1305031122.305600 1305031126.775500 1305031121.982926 1305031126.779379 0.039000 0.074809
1305031111.445700 1305031126.985500 1305031110.979345 1305031126.779379 0.079745 0.061978
1305031115.025700 1305031115.255700 1305031114.979280 1305031114.979280 0.091795 0.054417
1305031124.735800 1305031109.885800 1305031124.147446 1305031109.311329 0.203300 0.206972
1305031110.345700 1305031127.735500 1305031110.979345 1305031127.647358 0.063799 0.153908
1305031109.127400 1305031116.505700 1305031109.111282 1305031116.411333 0.036419 0.022693
1305031112.465700 1305031111.205700 1305031112.611261 1305031110.979345 0.115150 0.092845
1305031123.655600 1305031112.375700 1305031123.711323 1305031112.611261 0.091488 0.101125
1305031128.655400 1305031127.365500 1305031128.179350 1305031127.279465 0.014257 0.011481
1305031124.735800 1305031109.955700 1305031124.147446 1305031109.311329 0.224044 0.223922
1305031108.645700 1305031107.955800 1305031108.475471 1305031108.043418 0.150997 0.081545
1305031124.665600 1305031114.185700 1305031124.147446 1305031114.711306 0.114690 0.212895
1305031126.635500 1305031116.335600 1305031126.779379 1305031116.411333 0.099459 0.031634
1305031115.575700 1305031114.945600 1305031116.143441 1305031114.979280 0.081815 0.294554
1305031126.975600 1305031126.405600 1305031126.779379 1305031126.411465 0.060198 0.020777
1305031126.955600 1305031128.475500 1305031126.779379 1305031128.179350 0.035455 0.031114
1305031124.615500 1305031125.115500 1305031124.147446 1305031125.711443 0.100910 0.152620
1305031107.845900 1305031107.515800 1305031108.043418 1305031108.043418 0.023826 0.039499
1305031113.105700 1305031125.405600 1305031112.611261 1305031125.711443 0.104742 0.059929
1305031114.125700 1305031121.645600 1305031114.711306 1305031121.683200 0.111952 0.133659
1305031110.435700 1305031128.495500 1305031110.979345 1305031128.179350 0.053355 0.123181
1305031109.205700 1305031107.865800 1305031109.111282 1305031108.043418 0.100917 0.018443
1305031124.705500 1305031111.135700 1305031124.147446 1305031110.979345 0.133835 0.186168
1305031120.015600 1305031124.175600 1305031120.379437 1305031124.147446 0.030449 0.027937
1305031126.395500 1305031122.265600 1305031126.411465 1305031121.982926 0.014990 0.067285
1305031123.465600 1305031110.305700 1305031123.382255 1305031110.979345 0.093153 0.150555
1305031123.475600 1305031114.805700 1305031123.382255 1305031114.711306 0.133573 0.059724
1305031120.865600 1305031123.135500 1305031120.379437 1305031123.382255 0.090011 0.056542
1305031112.335800 1305031124.095500 1305031112.611261 1305031124.147446 0.100784 0.110602
1305031126.705500 1305031108.725800 1305031126.779379 1305031108.876515 0.116690 0.028584
1305031121.415600 1305031116.465700 1305031121.683200 1305031116.411333 0.116340 0.048026
1305031128.125500 1305031114.195700 1305031128.179350 1305031114.711306 0.075129 0.130878
1305031109.945700 1305031110.605700 1305031109.311329 1305031110.979345 0.097871 0.203292
1305031115.145700 1305031119.845600 1305031114.979280 1305031120.379437 0.076130 0.064447
1305031120.595600 1305031122.495600 1305031120.379437 1305031121.982926 0.095074 0.150610
1305031117.395700 1305031120.735600 1305031116.912044 1305031120.379437 0.122434 0.228513
1305031112.555700 1305031114.545700 1305031112.611261 1305031114.711306 0.183485 0.044054
1305031108.975800 1305031122.055600 1305031108.876515 1305031121.982926 0.166554 0.037754
1305031107.945800 1305031122.415600 1305031108.043418 1305031121.982926 0.062281 0.083448
1305031115.705600 1305031108.355800 1305031116.143441 1305031108.475471 0.167001 0.227660
1305031107.735800 1305031110.905800 1305031108.043418 1305031110.979345 0.102766 0.030950
1305031116.435800 1305031122.325500 1305031116.411333 1305031121.982926 0.103373 0.091272
1305031115.725700 1305031122.845600 1305031116.143441 1305031123.382255 0.137297 0.141520
1305031110.285800 1305031123.785600 1305031110.979345 1305031123.711323 0.119472 0.168058
1305031113.075700 1305031121.675600 1305031112.611261 1305031121.683200 0.128182 0.068036
1305031128.045500 1305031111.175700 1305031128.179350 1305031110.979345 0.062063 0.057161
1305031124.555500 1305031123.725500 1305031124.147446 1305031123.711323 0.137159 0.141237
1305031121.125600 1305031125.185500 1305031121.683200 1305031125.711443 0.077183 0.037791
1305031107.725800 1305031121.965600 1305031108.043418 1305031121.982926 0.116340 0.026163
1305031125.255500 1305031116.785600 1305031125.711443 1305031116.679281 0.050897 0.100237
1305031122.725600 1305031123.775500 1305031123.382255 1305031123.711323 0.236554 0.146037
1305031125.205600 1305031123.265500 1305031125.711443 1305031123.382255 0.042041 0.056505
1305031120.505600 1305031120.485600 1305031120.379437 1305031120.379437 0.007063 0.007591
1305031107.455800 1305031125.245600 1305031108.043418 1305031125.711443 0.097820 0.038394
1305031108.595700 1305031127.145500 1305031108.475471 1305031127.279465 0.142168 0.047923
1305031124.425500 1305031122.605600 1305031124.147446 1305031121.982926 0.123263 0.134626
1305031113.265700 1305031116.305700 1305031112.611261 1305031116.411333 0.083516 0.083313
1305031112.115700 1305031120.225600 1305031112.611261 1305031120.379437 0.109872 0.096269
1305031127.855500 1305031112.485700 1305031127.647358 1305031112.611261 0.094441 0.060680
1305031111.265700 1305031127.965500 1305031110.979345 1305031128.179350 0.050075 0.079474
1305031125.895500 1305031117.355700 1305031126.079356 1305031116.912044 0.173979 0.254718
1305031127.485500 1305031121.565600 1305031127.647358 1305031121.683200 0.098173 0.028818
1305031120.965700 1305031126.535500 1305031120.379437 1305031126.411465 0.174915 0.137661
1305031127.035500 1305031128.115500 1305031127.279465 1305031128.179350 0.026160 0.029050
1305031108.745800 1305031114.595700 1305031108.876515 1305031114.711306 0.200221 0.054773
1305031111.015700 1305031109.835800 1305031110.979345 1305031109.311329 0.062932 0.142056
1305031110.405700 1305031114.085700 1305031110.979345 1305031114.711306 0.069123 0.046430
1305031107.485800 1305031120.085600 1305031108.043418 1305031120.379437 0.143183 0.054891
1305031109.955700 1305031109.345700 1305031109.311329 1305031109.311329 0.255001 0.135189
1305031127.815500 1305031112.375700 1305031127.647358 1305031112.611261 0.057818 0.109372
1305031114.935700 1305031114.505600 1305031114.979280 1305031114.711306 0.042286 0.051717
1305031125.495500 1305031126.705500 1305031125.711443 1305031126.779379 0.100058 0.013083
1305031125.185500 1305031115.885700 1305031125.711443 1305031116.143441 0.065417 0.123803
1305031111.525700 1305031120.895600 1305031110.979345 1305031120.379437 0.132274 0.151706
1305031108.185800 1305031119.905600 1305031108.143334 1305031120.379437 0.110323 0.030627
1305031128.015400 1305031124.766500 1305031128.179350 1305031124.147446 0.175675 0.163021
1305031122.875600 1305031112.635900 1305031123.382255 1305031112.611261 0.157737 0.125520
1305031120.385600 1305031117.345700 1305031120.379437 1305031116.912044 0.068420 0.220005
1305031121.085600 1305031125.525500 1305031121.683200 1305031125.711443 0.168142 0.028996
1305031120.995600 1305031107.885800 1305031120.379437 1305031108.043418 0.155953 0.121187
1305031125.385600 1305031114.985700 1305031125.711443 1305031114.979280 0.111857 0.038408
1305031124.585500 1305031127.645700 1305031124.147446 1305031127.647358 0.098184 0.129722
1305031107.815800 1305031111.995700 1305031108.043418 1305031112.611261 0.110599 0.099448
1305031125.185500 1305031116.845600 1305031125.711443 1305031116.912044 0.092931 0.083118
1305031127.545500 1305031126.105900 1305031127.647358 1305031126.079356 0.071916 0.015895
1305031114.075700 1305031110.565700 1305031114.711306 1305031110.979345 0.133821 0.103419
1305031115.285700 1305031112.975700 1305031114.979280 1305031112.611261 0.104084 0.069817
1305031112.255700 1305031125.825500 1305031112.611261 1305031125.711443 0.055723 0.132869
1305031125.765600 1305031107.735800 1305031125.711443 1305031108.043418 0.094733 0.030815
1305031112.085800 1305031116.605700 1305031112.611261 1305031116.679281 0.200022 0.127515
1305031111.345700 1305031111.305700 1305031110.979345 1305031110.979345 0.014801 0.015618
1305031115.645700 1305031125.175600 1305031116.143441 1305031125.711443 0.159442 0.245831
1305031127.645700 1305031110.245700 1305031127.647358 1305031110.979345 0.087369 0.172691
1305031124.815500 1305031109.685700 1305031124.147446 1305031109.311329 0.187342 0.173886
1305031122.815600 1305031110.795700 1305031123.382255 1305031110.979345 0.148081 0.123147
1305031112.505700 1305031115.805600 1305031112.611261 1305031116.143441 0.154179 0.179413
1305031127.065500 1305031116.425800 1305031127.279465 1305031116.411333 0.117723 0.019710
1305031116.205600 1305031114.935700 1305031116.143441 1305031114.979280 0.210375 0.044557
1305031124.375500 1305031122.515600 1305031124.147446 1305031121.982926 0.075667 0.117460
1305031121.015600 1305031109.625700 1305031120.379437 1305031109.311329 0.181470 0.133387
1305031117.005700 1305031123.775500 1305031116.912044 1305031123.711323 0.087289 0.104738
1305031124.035600 1305031108.035800 1305031124.147446 1305031108.043418 0.122840 0.019474
1305031117.445600 1305031119.775600 1305031116.912044 1305031120.379437 0.087888 0.195709
1305031127.435500 1305031111.275700 1305031127.279465 1305031110.979345 0.045676 0.093882
1305031111.196000 1305031117.595600 1305031110.979345 1305031116.912044 0.059117 0.292038
1305031108.965800 1305031127.815500 1305031108.876515 1305031127.647358 0.143797 0.026308
1305031128.715500 1305031125.405600 1305031128.179350 1305031125.711443 0.073771 0.041524
1305031126.925500 1305031117.536100 1305031126.779379 1305031116.912044 0.108221 0.239035
1305031127.235500 1305031112.295700 1305031127.279465 1305031112.611261 0.035220 0.122044
1305031112.806300 1305031111.375700 1305031112.611261 1305031110.979345 0.119234 0.072140
1305031121.245600 1305031126.975600 1305031121.683200 1305031126.779379 0.017802 0.042158
1305031120.045600 1305031107.355800 1305031120.379437 1305031108.043418 0.129839 0.076957
1305031114.415700 1305031128.135500 1305031114.711306 1305031128.179350 0.064123 0.077823
1305031111.205700 1305031125.175600 1305031110.979345 1305031125.711443 0.046259 0.118086
1305031109.975800 1305031126.305500 1305031109.311329 1305031126.411465 0.188364 0.169027
1305031125.195600 1305031123.685600 1305031125.711443 1305031123.711323 0.079959 0.063550
1305031110.775800 1305031112.705700 1305031110.979345 1305031112.611261 0.236405 0.040773
