rpe = 0.118329433997
stamp_est0 	  stamp_est1 	    stamp_gt0 	      stamp_gt1 	trans_error rot_error
1305031114.805700 1305031106.205800 1305031114.644136 1305031106.143355 0.020199 0.031174
1305031111.775700 1305031101.945900 1305031111.179326 1305031102.175304 0.225436 0.152950
1305031122.895600 1305031104.685800 1305031123.311327 1305031104.611336 0.135023 0.093764
1305031111.425700 1305031115.345600 1305031111.179326 1305031115.111230 0.026628 0.067700
1305031104.045800 1305031122.685600 1305031104.611336 1305031122.314289 0.243577 0.057251
1305031107.275800 1305031124.165500 1305031107.575454 1305031124.211396 0.065813 0.076042
1305031120.935700 1305031107.505700 1305031120.415445 1305031107.575454 0.153743 0.099769
1305031113.345700 1305031107.495800 1305031113.443266 1305031107.575454 0.076445 0.039194
1305031114.925700 1305031119.455600 1305031115.111230 1305031119.547382 0.065646 0.029027
1305031109.505700 1305031106.715800 1305031109.275308 1305031106.511129 0.115617 0.054373
1305031112.665700 1305031117.585600 1305031112.743245 1305031118.179323 0.205388 0.018038
1305031121.735600 1305031110.795700 1305031121.583204 1305031110.679606 0.037071 0.035105
1305031113.225700 1305031123.405600 1305031113.079251 1305031123.311327 0.046313 0.079398
1305031108.005800 1305031102.885800 1305031108.011320 1305031103.143318 0.085517 0.035107
1305031110.575700 1305031107.415800 1305031110.679606 1305031107.575454 0.052864 0.046927
1305031115.745700 1305031110.885700 1305031116.080030 1305031110.679606 0.145722 0.151226
1305031121.015600 1305031114.475700 1305031121.583204 1305031114.343331 0.190960 0.054720
1305031105.476100 1305031122.035600 1305031106.143355 1305031121.914931 0.281815 0.101460
1305031103.555800 1305031118.315600 1305031103.143318 1305031118.179323 0.039828 0.095551
1305031103.025800 1305031109.515800 1305031103.143318 1305031109.275308 0.114352 0.100029
1305031114.085700 1305031111.725700 1305031114.043301 1305031111.179326 0.232859 0.180075
1305031103.135800 1305031116.705700 1305031103.143318 1305031116.779298 0.048720 0.037400
1305031104.105800 1305031118.505600 1305031104.611336 1305031118.511255 0.165517 0.101160
1305031114.165700 1305031116.955700 1305031114.043301 1305031116.779298 0.068078 0.097978
1305031106.095800 1305031120.805600 1305031106.143355 1305031120.415445 0.124702 0.104038
1305031101.775800 1305031119.265600 1305031102.175304 1305031119.547382 0.167671 0.091719
1305031114.445600 1305031119.705600 1305031114.343331 1305031119.547382 0.059286 0.066416
1305031106.425800 1305031120.075600 1305031106.511129 1305031119.879214 0.041940 0.033143
1305031105.255800 1305031116.405700 1305031104.775327 1305031116.443369 0.083708 0.074976
1305031108.965800 1305031120.445600 1305031108.711411 1305031120.415445 0.028696 0.043576
1305031122.865600 1305031112.265700 1305031123.311327 1305031112.411442 0.158568 0.116903
1305031102.475800 1305031118.905700 1305031102.175304 1305031118.879208 0.105346 0.081817
1305031111.935700 1305031120.025600 1305031112.411442 1305031119.879214 0.191710 0.166365
1305031112.075700 1305031109.055700 1305031112.411442 1305031109.275308 0.231132 0.153637
1305031108.295800 1305031105.935800 1305031108.211475 1305031106.143355 0.088855 0.066095
1305031109.345700 1305031109.625700 1305031109.275308 1305031109.275308 0.119177 0.066391
1305031107.905700 1305031122.575600 1305031108.011320 1305031122.314289 0.080902 0.047953
1305031102.965800 1305031123.815500 1305031103.143318 1305031123.683753 0.055326 0.045443
1305031107.415800 1305031104.565800 1305031107.575454 1305031104.611336 0.016421 0.022129
1305031118.415600 1305031105.935800 1305031118.511255 1305031106.143355 0.088866 0.055672
1305031115.715700 1305031121.675600 1305031116.080030 1305031121.583204 0.177322 0.206310
1305031118.795700 1305031108.185800 1305031118.879208 1305031108.211475 0.043856 0.024865
1305031117.755600 1305031117.625700 1305031118.179323 1305031118.179323 0.036639 0.024508
1305031117.745700 1305031110.205700 1305031118.179323 1305031110.679606 0.234026 0.176899
1305031121.785600 1305031118.795700 1305031121.914931 1305031118.879208 0.057632 0.043498
1305031124.695700 1305031113.655700 1305031124.211396 1305031113.443266 0.198544 0.147491
1305031108.025700 1305031122.485600 1305031108.011320 1305031122.314289 0.046158 0.077723
1305031120.855600 1305031114.855700 1305031120.415445 1305031114.644136 0.120249 0.101185
1305031113.935700 1305031124.055500 1305031114.043301 1305031124.211396 0.065323 0.045721
1305031105.045800 1305031105.625800 1305031104.775327 1305031106.143355 0.213498 0.120023
1305031115.545700 1305031116.455600 1305031115.111230 1305031116.443369 0.210601 0.151970
1305031120.555600 1305031117.205700 1305031120.415445 1305031116.779298 0.188523 0.294953
1305031112.355700 1305031112.255700 1305031112.411442 1305031112.411442 0.042159 0.030616
1305031117.835700 1305031117.536100 1305031118.179323 1305031118.179323 0.082952 0.042758
1305031104.985800 1305031117.075700 1305031104.775327 1305031116.779298 0.107558 0.277185
1305031115.375700 1305031118.945600 1305031115.111230 1305031118.879208 0.120757 0.099021
1305031116.605700 1305031121.485600 1305031116.443369 1305031121.583204 0.043853 0.042836
1305031112.505700 1305031115.765700 1305031112.411442 1305031116.080030 0.182636 0.177826
1305031118.635600 1305031120.895600 1305031118.511255 1305031120.415445 0.158296 0.123888
1305031123.395600 1305031115.955700 1305031123.311327 1305031116.080030 0.066893 0.090231
1305031114.175700 1305031112.325700 1305031114.043301 1305031112.411442 0.014642 0.070951
1305031101.755900 1305031116.375700 1305031102.175304 1305031116.443369 0.136202 0.104956
1305031107.995700 1305031119.395700 1305031108.011320 1305031119.547382 0.060456 0.019384
1305031120.245600 1305031124.745500 1305031120.415445 1305031124.211396 0.256373 0.152721
1305031121.055700 1305031123.045600 1305031121.583204 1305031123.311327 0.251115 0.092909
1305031108.535800 1305031116.425800 1305031108.443610 1305031116.443369 0.033873 0.040308
1305031115.475600 1305031115.885700 1305031115.111230 1305031116.080030 0.271905 0.197874
1305031112.635900 1305031114.265700 1305031112.743245 1305031114.343331 0.058517 0.047570
1305031105.755800 1305031124.475600 1305031106.143355 1305031124.211396 0.155058 0.029670
1305031114.205700 1305031122.285600 1305031114.343331 1305031122.314289 0.056494 0.048694
1305031110.805700 1305031112.165700 1305031110.679606 1305031112.411442 0.086649 0.059618
1305031113.065700 1305031108.585800 1305031113.079251 1305031108.711411 0.079339 0.031524
1305031121.515600 1305031116.045700 1305031121.583204 1305031116.080030 0.042863 0.024677
1305031116.865700 1305031116.785600 1305031116.779298 1305031116.779298 0.041448 0.054332
1305031107.495800 1305031109.015700 1305031107.575454 1305031109.275308 0.107350 0.059370
1305031101.395900 1305031110.305700 1305031102.175304 1305031110.679606 0.132174 0.108354
1305031106.525900 1305031109.225800 1305031106.511129 1305031109.275308 0.035758 0.019954
1305031117.505700 1305031119.305700 1305031118.179323 1305031119.547382 0.294065 0.001061
1305031121.215600 1305031105.305800 1305031121.583204 1305031104.775327 0.152095 0.096754
1305031112.755800 1305031113.035700 1305031112.743245 1305031113.079251 0.041679 0.041228
1305031118.865700 1305031103.885800 1305031118.879208 1305031104.611336 0.278055 0.134701
1305031107.205700 1305031113.045800 1305031107.575454 1305031113.079251 0.099660 0.122002
1305031114.975700 1305031107.745800 1305031115.111230 1305031107.575454 0.064401 0.032242
1305031123.305600 1305031123.635600 1305031123.311327 1305031123.683753 0.006504 0.010575
1305031123.015500 1305031123.695500 1305031123.311327 1305031123.683753 0.096202 0.077366
1305031107.495800 1305031106.595900 1305031107.575454 1305031106.511129 0.035379 0.021342
1305031109.185700 1305031105.655800 1305031109.275308 1305031106.143355 0.187598 0.081225
1305031112.115700 1305031110.125700 1305031112.411442 1305031110.679606 0.319559 0.226020
1305031124.705500 1305031123.825500 1305031124.211396 1305031123.683753 0.193854 0.158679
1305031108.395800 1305031119.105700 1305031108.443610 1305031118.879208 0.084175 0.026748
1305031112.535700 1305031106.165800 1305031112.411442 1305031106.143355 0.041192 0.059541
1305031119.655600 1305031112.715700 1305031119.547382 1305031112.743245 0.046803 0.018436
1305031119.625600 1305031120.895600 1305031119.547382 1305031120.415445 0.164259 0.128460
1305031115.615700 1305031106.585800 1305031116.080030 1305031106.511129 0.242230 0.218605
1305031111.455700 1305031118.575600 1305031111.179326 1305031118.511255 0.102852 0.043601
1305031123.565600 1305031107.205700 1305031123.683753 1305031107.575454 0.077034 0.125177
1305031108.815900 1305031108.695800 1305031108.711411 1305031108.711411 0.034044 0.031685
1305031112.025700 1305031119.985700 1305031112.411442 1305031119.879214 0.155382 0.139940
1305031119.105700 1305031110.235700 1305031118.879208 1305031110.679606 0.190824 0.164164
1305031104.745800 1305031120.935700 1305031104.775327 1305031120.415445 0.144595 0.120809
1305031103.155900 1305031120.225600 1305031103.143318 1305031120.415445 0.071582 0.014988
1305031115.925600 1305031114.985700 1305031116.080030 1305031115.111230 0.034637 0.068741
1305031111.765800 1305031112.165700 1305031111.179326 1305031112.411442 0.345909 0.244479
1305031103.815900 1305031109.585800 1305031103.143318 1305031109.275308 0.161851 0.055155
1305031119.025600 1305031124.235600 1305031118.879208 1305031124.211396 0.060718 0.023676
1305031120.845600 1305031117.545600 1305031120.415445 1305031118.179323 0.327608 0.099930
1305031124.505600 1305031121.755600 1305031124.211396 1305031121.914931 0.122160 0.064421
1305031102.845800 1305031115.195800 1305031103.143318 1305031115.111230 0.087861 0.035930
1305031107.305800 1305031122.125600 1305031107.575454 1305031122.314289 0.095411 0.102589
1305031121.685600 1305031105.775800 1305031121.583204 1305031106.143355 0.164483 0.093068
1305031121.845700 1305031109.035800 1305031121.914931 1305031109.275308 0.101465 0.053424
1305031116.015600 1305031122.755600 1305031116.080030 1305031122.314289 0.163293 0.066515
1305031105.045800 1305031114.495700 1305031104.775327 1305031114.644136 0.035877 0.035347
1305031108.225700 1305031116.245700 1305031108.211475 1305031116.080030 0.039039 0.093297
1305031117.515600 1305031101.545900 1305031118.179323 1305031102.175304 0.238671 0.069261
1305031103.626000 1305031106.325800 1305031103.143318 1305031106.143355 0.060541 0.040646
1305031106.525900 1305031104.205800 1305031106.511129 1305031104.611336 0.136268 0.073321
1305031111.315700 1305031101.585800 1305031111.179326 1305031102.175304 0.108314 0.038859
1305031103.155900 1305031124.425500 1305031103.143318 1305031124.211396 0.087099 0.053947
1305031104.035800 1305031112.185700 1305031104.611336 1305031112.411442 0.211213 0.071360
1305031106.705800 1305031118.635600 1305031106.511129 1305031118.511255 0.078161 0.063734
1305031123.345600 1305031111.185700 1305031123.311327 1305031111.179326 0.022837 0.018665
1305031104.865800 1305031103.395800 1305031104.775327 1305031103.143318 0.072074 0.130067
1305031112.555700 1305031116.595700 1305031112.411442 1305031116.443369 0.069786 0.088954
1305031118.526200 1305031116.355700 1305031118.511255 1305031116.443369 0.021144 0.037298
1305031102.755900 1305031111.995700 1305031103.143318 1305031112.411442 0.234899 0.161586
1305031119.455600 1305031111.685700 1305031119.547382 1305031111.179326 0.202028 0.151303
1305031124.895600 1305031117.155600 1305031124.211396 1305031116.779298 0.343897 0.233890
1305031123.995500 1305031113.575700 1305031124.211396 1305031113.443266 0.065343 0.096933
1305031111.515700 1305031110.855700 1305031111.179326 1305031110.679606 0.148190 0.086595
1305031110.915800 1305031107.955800 1305031110.679606 1305031108.011320 0.007447 0.022987
1305031103.685800 1305031123.675600 1305031103.143318 1305031123.683753 0.032559 0.075468
1305031102.315800 1305031117.445600 1305031102.175304 1305031116.779298 0.197989 0.283678
1305031103.435900 1305031124.795500 1305031103.143318 1305031124.211396 0.250761 0.199573
1305031105.495800 1305031102.435900 1305031106.143355 1305031102.175304 0.358734 0.137766
1305031122.425600 1305031108.065700 1305031122.314289 1305031108.011320 0.035025 0.079784
1305031124.695700 1305031114.005800 1305031124.211396 1305031114.043301 0.176822 0.132563
1305031105.235800 1305031115.785700 1305031104.775327 1305031116.080030 0.151958 0.162413
1305031106.795800 1305031109.975800 1305031106.511129 1305031109.275308 0.334388 0.131986
1305031124.645600 1305031117.465700 1305031124.211396 1305031116.779298 0.260704 0.264010
1305031117.035700 1305031102.655800 1305031116.779298 1305031102.175304 0.221963 0.195579
1305031116.075700 1305031115.375700 1305031116.080030 1305031115.111230 0.137624 0.087265
1305031110.465800 1305031123.495600 1305031110.679606 1305031123.311327 0.084411 0.061740
1305031123.455500 1305031112.845700 1305031123.311327 1305031112.743245 0.043224 0.044428
1305031120.295600 1305031102.715900 1305031120.415445 1305031103.143318 0.145505 0.018269
1305031121.095600 1305031110.645700 1305031121.583204 1305031110.679606 0.154581 0.035833
1305031123.595600 1305031109.105700 1305031123.683753 1305031109.275308 0.096360 0.046166
1305031122.685600 1305031107.365800 1305031122.314289 1305031107.575454 0.126398 0.030143
1305031113.725700 1305031110.675700 1305031113.443266 1305031110.679606 0.127884 0.094241
1305031124.025500 1305031122.995600 1305031124.211396 1305031123.311327 0.137992 0.116073
1305031121.025600 1305031104.735900 1305031121.583204 1305031104.775327 0.154875 0.012688
1305031107.435800 1305031124.675600 1305031107.575454 1305031124.211396 0.158265 0.115398
1305031101.775800 1305031106.765800 1305031102.175304 1305031106.511129 0.035770 0.134994
1305031103.185800 1305031104.936200 1305031103.143318 1305031104.775327 0.031664 0.072360
1305031102.575900 1305031109.175700 1305031102.175304 1305031109.275308 0.152103 0.134932
1305031124.955600 1305031116.545600 1305031124.211396 1305031116.443369 0.284676 0.142827
1305031103.435900 1305031101.805900 1305031103.143318 1305031102.175304 0.162493 0.148911
1305031107.255800 1305031104.235900 1305031107.575454 1305031104.611336 0.057888 0.038855
1305031109.895700 1305031111.165800 1305031109.275308 1305031111.179326 0.240213 0.162348
1305031108.695800 1305031116.635700 1305031108.711411 1305031116.779298 0.092167 0.083438
1305031114.495700 1305031106.475800 1305031114.644136 1305031106.511129 0.034639 0.030866
1305031101.895900 1305031115.405700 1305031102.175304 1305031115.111230 0.144159 0.080737
1305031109.005700 1305031111.485700 1305031109.275308 1305031111.179326 0.037765 0.033670
1305031113.275700 1305031108.185800 1305031113.443266 1305031108.211475 0.115346 0.062240
1305031118.845600 1305031122.795600 1305031118.879208 1305031122.314289 0.191908 0.074626
1305031102.235900 1305031111.415700 1305031102.175304 1305031111.179326 0.089401 0.058861
1305031118.785600 1305031116.535800 1305031118.879208 1305031116.443369 0.056466 0.032818
1305031124.935500 1305031124.875600 1305031124.211396 1305031124.211396 0.024372 0.009410
1305031122.955600 1305031103.166800 1305031123.311327 1305031103.143318 0.113415 0.074165
1305031123.075600 1305031114.255700 1305031123.311327 1305031114.343331 0.085844 0.077733
1305031122.995600 1305031110.735700 1305031123.311327 1305031110.679606 0.096342 0.059437
1305031101.815900 1305031115.375700 1305031102.175304 1305031115.111230 0.141000 0.086564
1305031104.995800 1305031118.035700 1305031104.775327 1305031118.179323 0.036770 0.070378
1305031117.865600 1305031104.895800 1305031118.179323 1305031104.775327 0.106053 0.086259
1305031111.115700 1305031119.595800 1305031111.179326 1305031119.547382 0.034800 0.015513
1305031102.135800 1305031104.875800 1305031102.175304 1305031104.775327 0.022883 0.061275
1305031121.405600 1305031102.785800 1305031121.583204 1305031103.143318 0.134082 0.031226
1305031105.725800 1305031118.475700 1305031106.143355 1305031118.511255 0.170745 0.089913
1305031124.205500 1305031111.815700 1305031124.211396 1305031112.411442 0.251985 0.163219
1305031114.425700 1305031111.315700 1305031114.343331 1305031111.179326 0.074853 0.067995
1305031101.715800 1305031121.355600 1305031102.175304 1305031121.583204 0.153584 0.099860
1305031114.045700 1305031113.725700 1305031114.043301 1305031113.443266 0.137775 0.088959
1305031111.725700 1305031101.705900 1305031111.179326 1305031102.175304 0.217736 0.097685
1305031102.096000 1305031107.155800 1305031102.175304 1305031107.575454 0.132879 0.154409
1305031122.395600 1305031122.425600 1305031122.314289 1305031122.314289 0.011902 0.008856
1305031103.135800 1305031108.395800 1305031103.143318 1305031108.443610 0.017514 0.023686
1305031102.575900 1305031102.795800 1305031102.175304 1305031103.143318 0.259350 0.115778
1305031113.055700 1305031115.315600 1305031113.079251 1305031115.111230 0.065337 0.083142
1305031111.485700 1305031106.085800 1305031111.179326 1305031106.143355 0.112341 0.054328
1305031117.455600 1305031101.575900 1305031116.779298 1305031102.175304 0.264913 0.345082
1305031103.905800 1305031107.525800 1305031104.611336 1305031107.575454 0.260257 0.146318
1305031112.235800 1305031104.715800 1305031112.411442 1305031104.775327 0.055016 0.016964
1305031118.235600 1305031106.515900 1305031118.179323 1305031106.511129 0.025374 0.016035
1305031113.125700 1305031122.905600 1305031113.079251 1305031123.311327 0.141341 0.056519
1305031118.835600 1305031116.845600 1305031118.879208 1305031116.779298 0.057882 0.060284
1305031123.725500 1305031110.875700 1305031123.683753 1305031110.679606 0.021760 0.037200
1305031111.665700 1305031110.475700 1305031111.179326 1305031110.679606 0.130141 0.072719
1305031102.585800 1305031116.655700 1305031102.175304 1305031116.779298 0.155385 0.136744
1305031113.465700 1305031122.705700 1305031113.443266 1305031122.314289 0.131027 0.054090
1305031117.015700 1305031109.115700 1305031116.779298 1305031109.275308 0.194615 0.211777
1305031124.535600 1305031106.955800 1305031124.211396 1305031106.511129 0.214690 0.051205
1305031107.825800 1305031124.845500 1305031108.011320 1305031124.211396 0.224568 0.159269
1305031105.405800 1305031116.135700 1305031104.775327 1305031116.080030 0.138286 0.154477
1305031111.555900 1305031120.695600 1305031111.179326 1305031120.415445 0.147826 0.107191
1305031117.455600 1305031112.355700 1305031116.779298 1305031112.411442 0.189312 0.304878
1305031110.215800 1305031111.385700 1305031110.679606 1305031111.179326 0.084042 0.106909
1305031118.365700 1305031118.985700 1305031118.511255 1305031118.879208 0.013114 0.007630
1305031118.685600 1305031117.375700 1305031118.511255 1305031116.779298 0.272903 0.303936
1305031117.665600 1305031117.675600 1305031118.179323 1305031118.179323 0.002834 0.003124
1305031123.785600 1305031121.395600 1305031123.683753 1305031121.583204 0.045155 0.029277
1305031111.115700 1305031107.045800 1305031111.179326 1305031107.575454 0.145203 0.142969
1305031101.905800 1305031102.305800 1305031102.175304 1305031102.175304 0.140611 0.114931
1305031103.325800 1305031105.835800 1305031103.143318 1305031106.143355 0.157511 0.126032
1305031113.256100 1305031116.905700 1305031113.079251 1305031116.779298 0.013662 0.050022
1305031106.455800 1305031104.785800 1305031106.511129 1305031104.775327 0.015474 0.015296
1305031114.425700 1305031113.405800 1305031114.343331 1305031113.443266 0.058267 0.036917
1305031112.505700 1305031106.045800 1305031112.411442 1305031106.143355 0.044334 0.051905
1305031103.325800 1305031124.935500 1305031103.143318 1305031124.211396 0.305075 0.186877
1305031113.485700 1305031106.345800 1305031113.443266 1305031106.511129 0.034167 0.060001
1305031123.125500 1305031115.245700 1305031123.311327 1305031115.111230 0.075645 0.088413
1305031115.335700 1305031119.685600 1305031115.111230 1305031119.547382 0.119050 0.088025
1305031110.475700 1305031119.775600 1305031110.679606 1305031119.879214 0.071038 0.076499
1305031121.005600 1305031123.026700 1305031121.583204 1305031123.311327 0.270402 0.090549
1305031116.245700 1305031118.745600 1305031116.080030 1305031118.879208 0.071957 0.093439
1305031116.655700 1305031122.845600 1305031116.779298 1305031123.311327 0.170387 0.136131
1305031108.625800 1305031117.955600 1305031108.711411 1305031118.179323 0.099306 0.039114
1305031114.745700 1305031124.035600 1305031114.644136 1305031124.211396 0.035237 0.065062
1305031107.625800 1305031114.805700 1305031107.575454 1305031114.644136 0.011854 0.036315
1305031124.645600 1305031111.795800 1305031124.211396 1305031112.411442 0.321174 0.211682
1305031107.415800 1305031110.175700 1305031107.575454 1305031110.679606 0.188057 0.181343
1305031123.675600 1305031124.055500 1305031123.683753 1305031124.211396 0.034011 0.045245
1305031107.755800 1305031104.515800 1305031107.575454 1305031104.611336 0.022852 0.013718
1305031103.575900 1305031105.045800 1305031103.143318 1305031104.775327 0.013721 0.102998
1305031122.565600 1305031124.775500 1305031122.314289 1305031124.211396 0.285246 0.178338
1305031106.005800 1305031114.445600 1305031106.143355 1305031114.343331 0.065012 0.031204
1305031109.695700 1305031124.655600 1305031109.275308 1305031124.211396 0.234007 0.124090
1305031116.315600 1305031113.055700 1305031116.443369 1305031113.079251 0.042610 0.047721
1305031117.925700 1305031123.005600 1305031118.179323 1305031123.311327 0.186920 0.048885
1305031123.105600 1305031106.605800 1305031123.311327 1305031106.511129 0.082753 0.031461
1305031110.465800 1305031104.625800 1305031110.679606 1305031104.611336 0.083365 0.052553
1305031116.875700 1305031122.365600 1305031116.779298 1305031122.314289 0.048384 0.071217
1305031111.235800 1305031108.655800 1305031111.179326 1305031108.711411 0.051828 0.044143
1305031111.565700 1305031120.405600 1305031111.179326 1305031120.415445 0.159603 0.083259
1305031118.595700 1305031115.935600 1305031118.511255 1305031116.080030 0.097174 0.071389
1305031103.185800 1305031117.255700 1305031103.143318 1305031116.779298 0.249466 0.305972
1305031115.535700 1305031103.585800 1305031115.111230 1305031103.143318 0.197697 0.167816
1305031124.545500 1305031108.625800 1305031124.211396 1305031108.711411 0.122500 0.076309
1305031102.855800 1305031107.415800 1305031103.143318 1305031107.575454 0.107230 0.058009
1305031121.285600 1305031113.356000 1305031121.583204 1305031113.443266 0.114838 0.033914
1305031117.895600 1305031106.745800 1305031118.179323 1305031106.511129 0.113498 0.045557
1305031117.365700 1305031106.055800 1305031116.779298 1305031106.143355 0.212096 0.302436
1305031112.015700 1305031107.705800 1305031112.411442 1305031107.575454 0.168677 0.131388
1305031114.545700 1305031110.195700 1305031114.644136 1305031110.679606 0.150234 0.148395
1305031110.745700 1305031101.405900 1305031110.679606 1305031102.175304 0.100512 0.041430
1305031119.095700 1305031112.625700 1305031118.879208 1305031112.743245 0.084612 0.020324
1305031114.035700 1305031106.425800 1305031114.043301 1305031106.511129 0.022348 0.014892
1305031110.075700 1305031111.745700 1305031110.679606 1305031111.179326 0.028639 0.029753
1305031112.265700 1305031113.415700 1305031112.411442 1305031113.443266 0.087199 0.043677
1305031123.805600 1305031117.685700 1305031123.683753 1305031118.179323 0.150633 0.050463
1305031124.565500 1305031114.235700 1305031124.211396 1305031114.343331 0.129498 0.117952
1305031114.465700 1305031117.625700 1305031114.343331 1305031118.179323 0.194253 0.018985
1305031120.115600 1305031120.795600 1305031119.879214 1305031120.415445 0.156523 0.143472
1305031115.535700 1305031110.755700 1305031115.111230 1305031110.679606 0.219245 0.156003
1305031106.975800 1305031120.885600 1305031106.511129 1305031120.415445 0.267756 0.083875
1305031116.785600 1305031123.835500 1305031116.779298 1305031123.683753 0.019303 0.036389
1305031104.225800 1305031112.535700 1305031104.611336 1305031112.411442 0.141629 0.098456
1305031111.805700 1305031103.865800 1305031112.411442 1305031103.143318 0.293565 0.096457
1305031120.155600 1305031103.955800 1305031120.415445 1305031104.611336 0.223821 0.125403
1305031103.475900 1305031121.245600 1305031103.143318 1305031121.583204 0.109775 0.063471
1305031124.766500 1305031104.625800 1305031124.211396 1305031104.611336 0.216601 0.133952
1305031116.915700 1305031114.715700 1305031116.779298 1305031114.644136 0.060819 0.084897
1305031115.925600 1305031124.525500 1305031116.080030 1305031124.211396 0.123913 0.061638
1305031121.415600 1305031123.125500 1305031121.583204 1305031123.311327 0.119422 0.040177
1305031117.105700 1305031107.035800 1305031116.779298 1305031106.511129 0.274222 0.169288
1305031108.595700 1305031109.995700 1305031108.711411 1305031110.679606 0.311166 0.233529
1305031102.585800 1305031118.055700 1305031102.175304 1305031118.179323 0.166261 0.098973
1305031114.865700 1305031123.465600 1305031114.644136 1305031123.311327 0.039761 0.082390
1305031101.585800 1305031103.265800 1305031102.175304 1305031103.143318 0.164470 0.099217
1305031108.795800 1305031105.165800 1305031108.711411 1305031104.775327 0.048251 0.023096
1305031106.195900 1305031109.325700 1305031106.143355 1305031109.275308 0.032179 0.040603
1305031109.375700 1305031113.985700 1305031109.275308 1305031114.043301 0.066006 0.061046
1305031120.955700 1305031114.355700 1305031120.415445 1305031114.343331 0.156652 0.098693
1305031118.445700 1305031118.595700 1305031118.511255 1305031118.511255 0.008322 0.004808
1305031120.085600 1305031112.545900 1305031119.879214 1305031112.411442 0.073168 0.077974
1305031112.425700 1305031117.585600 1305031112.411442 1305031118.179323 0.188299 0.022693
1305031110.215800 1305031104.195800 1305031110.679606 1305031104.611336 0.212155 0.201825
1305031109.085700 1305031107.015800 1305031109.275308 1305031106.511129 0.219736 0.120513
1305031115.755600 1305031115.145700 1305031116.080030 1305031115.111230 0.169715 0.195953
1305031108.065700 1305031122.775600 1305031108.011320 1305031122.314289 0.148728 0.114874
1305031104.315800 1305031118.735700 1305031104.611336 1305031118.879208 0.103152 0.037114
1305031123.765500 1305031112.095800 1305031123.683753 1305031112.411442 0.140532 0.087250
1305031120.465600 1305031113.975700 1305031120.415445 1305031114.043301 0.041496 0.044319
1305031102.755900 1305031114.955700 1305031103.143318 1305031115.111230 0.128343 0.035006
1305031115.435700 1305031106.615800 1305031115.111230 1305031106.511129 0.155310 0.130100
1305031114.165700 1305031119.615600 1305031114.043301 1305031119.547382 0.042806 0.062132
1305031107.195800 1305031102.605900 1305031107.575454 1305031102.175304 0.080521 0.043077
1305031104.445800 1305031107.675800 1305031104.611336 1305031107.575454 0.044120 0.026346
1305031104.875800 1305031107.495800 1305031104.775327 1305031107.575454 0.023730 0.066915
1305031103.655800 1305031101.755900 1305031103.143318 1305031102.175304 0.113144 0.147697
1305031111.335700 1305031124.995600 1305031111.179326 1305031124.211396 0.264056 0.171184
1305031106.725800 1305031110.805700 1305031106.511129 1305031110.679606 0.083477 0.053273
1305031109.385700 1305031103.315800 1305031109.275308 1305031103.143318 0.064538 0.068667
1305031101.395900 1305031105.105800 1305031102.175304 1305031104.775327 0.128186 0.024896
1305031121.555600 1305031107.015800 1305031121.583204 1305031106.511129 0.243904 0.113615
1305031121.455600 1305031115.795700 1305031121.583204 1305031116.080030 0.167364 0.135841
1305031115.795700 1305031122.205600 1305031116.080030 1305031122.314289 0.152261 0.155515
1305031122.295600 1305031104.825800 1305031122.314289 1305031104.775327 0.036652 0.057083
1305031103.485800 1305031104.185800 1305031103.143318 1305031104.611336 0.114197 0.030233
1305031105.615800 1305031110.685700 1305031106.143355 1305031110.679606 0.215576 0.091231
1305031117.195700 1305031120.065600 1305031116.779298 1305031119.879214 0.182730 0.315140
1305031115.785700 1305031107.605800 1305031116.080030 1305031107.575454 0.147802 0.149232
1305031110.225800 1305031117.155600 1305031110.679606 1305031116.779298 0.329590 0.416762
1305031122.845600 1305031109.225800 1305031123.311327 1305031109.275308 0.156941 0.086182
1305031118.735700 1305031109.675700 1305031118.879208 1305031109.275308 0.203059 0.115818
1305031101.695900 1305031118.526200 1305031102.175304 1305031118.511255 0.142273 0.087316
1305031124.485600 1305031107.965800 1305031124.211396 1305031108.011320 0.100192 0.078272
1305031120.975700 1305031121.926000 1305031120.415445 1305031121.914931 0.163852 0.102568
1305031111.815700 1305031104.675900 1305031112.411442 1305031104.611336 0.244468 0.236590
1305031104.795800 1305031123.405600 1305031104.775327 1305031123.311327 0.012201 0.043488
1305031119.075700 1305031110.925700 1305031118.879208 1305031110.679606 0.074900 0.026443
1305031112.945700 1305031103.495900 1305031113.079251 1305031103.143318 0.056896 0.086893
1305031121.795600 1305031117.135600 1305031121.914931 1305031116.779298 0.224514 0.254327
1305031112.425700 1305031104.445800 1305031112.411442 1305031104.611336 0.048066 0.028319
1305031113.435800 1305031122.625500 1305031113.443266 1305031122.314289 0.100021 0.060131
1305031107.415800 1305031107.495800 1305031107.575454 1305031107.575454 0.012969 0.021867
1305031116.465700 1305031118.445700 1305031116.443369 1305031118.511255 0.003403 0.004898
1305031113.555700 1305031112.915700 1305031113.443266 1305031113.079251 0.105684 0.087921
1305031120.396000 1305031119.285700 1305031120.415445 1305031119.547382 0.115946 0.027108
1305031109.765700 1305031113.155700 1305031109.275308 1305031113.079251 0.176540 0.099135
1305031112.665700 1305031112.035700 1305031112.743245 1305031112.411442 0.148927 0.124397
1305031103.005800 1305031119.445600 1305031103.143318 1305031119.547382 0.056469 0.026158
